FID,FID_,ComuneCata,TipoColtur,Variet_,Bodenart__,Humus____,pH_Wert__i,Karbonate_,Kalkbedarf,Phosphat__,Kali__K_O_,Magnesium_,Bor__B__im,Mangan__Mn,Kupfer__Cu,Zink__Zn__,NUM,ID_string,ID_suolo,Num_Soil,Soil_newCl,Schluff,Tonig,Sand,x_Coord,y_Coord
9397,387,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser toniger Schluff,5.7,7.1,++  hoher Karbonatgehalt,0,8,17,44,1.15,51,17,6,1968,16,mediamente dotato di humus Limoso argilloso,16,toniger Schluff,75,15,10,671324,5150660
9400,390,609 - Eppan a.d.Weinstrasse,02 - Weinbau,32 - Wei?er Sauvignon,lehmiger Sand,3.3,7.3,+++  sehr hoher Karbonatgehalt,0,12,21,30,1.03,97,121,16,3582,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672756,5150711
9401,391,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser sandiger Schluff,6,6.6,+  geringer bis mittlerer Karbonatgehalt,0,46,47,51,2.64,119,398,44,3572,9,mediamente dotato di humus Limoso sabbioso,9,sandiger Schluff,65,5,30,672967,5150660
9403,393,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,sandiger Schluff,2.1,7.1,+++  sehr hoher Karbonatgehalt,0,22,10,25,0.35,17,58,17,3576/3,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,672858,5150670
9404,394,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,3.1,7,+++  sehr hoher Karbonatgehalt,0,25,13,30,0.99,65,13,44,3604,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672533,5150696
9406,396,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,3.1,7,+++  sehr hoher Karbonatgehalt,0,25,13,30,0.99,65,13,44,3611/5,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672473,5150678
9413,403,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,lehmiger Sand,3.1,7,+++  sehr hoher Karbonatgehalt,0,25,13,30,0.99,65,13,44,3611/3,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672493,5150643
9415,405,609 - Eppan a.d.Weinstrasse,02 - Weinbau,04 - Chardonnay,schluffiger Sand,1.3,6.8,+  geringer bis mittlerer Karbonatgehalt,0,15,16,18,0.65,75,129,39,3283/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673564,5150591
9416,406,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser toniger Schluff,5.7,7.1,++  hoher Karbonatgehalt,0,8,17,44,1.15,51,17,6,1966,16,mediamente dotato di humus Limoso argilloso,16,toniger Schluff,75,15,10,671345,5150640
9418,408,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser schluffiger Lehm,5.4,6.5,+  geringer bis mittlerer Karbonatgehalt,0,33,37,58,0.92,51,4,6,2003,11,mediamente dotato di humus Franco Limoso,11,schluffiger Lehm,57,25,18,671702,5150570
9420,410,609 - Eppan a.d.Weinstrasse,01 - Obstbau,39 - Red Delicious Stan,humoser lehmiger Sand,7.3,6.6,++  hoher Karbonatgehalt,0,63,32,39,1.06,87,56,43,2028,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672202,5150522
9421,411,609 - Eppan a.d.Weinstrasse,01 - Obstbau,39 - Red Delicious Stan,humoser lehmiger Sand,7.3,6.6,++  hoher Karbonatgehalt,0,63,32,39,1.06,87,56,43,2027,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672180,5150596
9424,414,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,0.9,7,++  hoher Karbonatgehalt,0,14,12,20,0.96,42,73,14,3400,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673231,5150593
9426,416,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,lehmiger Sand,3.4,6.8,+  geringer bis mittlerer Karbonatgehalt,0,26,19,41,1.18,190,45,23,3611/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672520,5150565
9427,417,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,2.9,7,+  geringer bis mittlerer Karbonatgehalt,0,16,14,39,1.45,165,193,29,3573/2,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672925,5150575
9428,418,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,2.9,7,+  geringer bis mittlerer Karbonatgehalt,0,16,14,39,1.45,165,193,29,3574,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672869,5150574
9432,422,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser schwach lehmiger Sand,4.8,6.9,++  hoher Karbonatgehalt,0,34,27,39,1.17,69,533,79,3599/4,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,672564,5150553
9434,424,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,0.9,7,++  hoher Karbonatgehalt,0,14,12,20,0.96,42,73,14,3402,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673270,5150573
9435,425,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,2.9,7,+  geringer bis mittlerer Karbonatgehalt,0,16,14,39,1.45,165,193,29,3563,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672815,5150522
9436,426,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,lehmiger Sand,3.4,6.8,+  geringer bis mittlerer Karbonatgehalt,0,26,19,41,1.18,190,45,23,3611/2,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672499,5150553
9437,427,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,lehmiger Sand,3.4,6.8,+  geringer bis mittlerer Karbonatgehalt,0,26,19,41,1.18,190,45,23,3599/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672548,5150550
9438,428,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,sandiger Lehm,2.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,14,25,38,1.17,214,269,16,3562,19,Franco sabbioso,19,sandiger Lehm,40,20,40,672758,5150574
9441,431,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,0.9,7,++  hoher Karbonatgehalt,0,14,12,20,0.96,42,73,14,3403,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673216,5150548
9443,433,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.5,6.2,+  geringer bis mittlerer Karbonatgehalt,0,27,43,33,0.79,109,255,16,3404,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673285,5150536
9446,436,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,11,8,30,0.72,116,91,13,3409/2,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673389,5150523
9447,437,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,11,8,30,0.72,116,91,13,3409/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673339,5150513
9448,438,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,sandiger Lehm,2.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,14,25,38,1.17,214,269,16,3561,19,Franco sabbioso,19,sandiger Lehm,40,20,40,672757,5150510
9461,451,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,2.3,7,+  geringer bis mittlerer Karbonatgehalt,0,20,18,37,1.25,197,204,13,3556,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672825,5150365
9462,452,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,humoser lehmiger Sand,4.1,7.1,+  geringer bis mittlerer Karbonatgehalt,0,23,14,39,0.79,91,313,46,3275/2,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673510,5150399
9466,456,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffig lehmiger Sand,2.3,6,0  kein freies Karbonat,0,18,17,25,0.4,144,48,12,3497,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,672575,5150370
9469,459,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,1.6,6.7,+  geringer bis mittlerer Karbonatgehalt,0,22,20,30,0.6,77,41,15,3554,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,672942,5150409
9472,462,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,7.6,6.9,++  hoher Karbonatgehalt,0,78,44,45,1.08,27,214,39,3524,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673136,5150395
9473,463,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,7.6,6.9,++  hoher Karbonatgehalt,0,78,44,45,1.08,27,214,39,3527/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673076,5150365
9478,468,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,0.3,6.6,+  geringer bis mittlerer Karbonatgehalt,0,10,16,24,0.42,77,116,5,3417/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673425,5150318
9479,469,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.1,7.3,+++  sehr hoher Karbonatgehalt,0,44,28,37,1.07,42,166,24,3525/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673145,5150346
9481,471,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.1,7.3,+++  sehr hoher Karbonatgehalt,0,44,28,37,1.07,42,166,24,3527/2,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673086,5150345
9482,472,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,3.4,6.4,+  geringer bis mittlerer Karbonatgehalt,0,39,39,33,1.04,50,199,88,3525/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673198,5150330
9485,475,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,humoser lehmiger Sand,4.1,7.1,+  geringer bis mittlerer Karbonatgehalt,0,23,14,39,0.79,91,313,46,3275/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673569,5150312
9489,479,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser sandiger Lehm,7.9,6.7,+++  sehr hoher Karbonatgehalt,0,77,35,49,1.01,72,12,34,2033,8,mediamente dotato di humus Franco sabbioso,8,sandiger Lehm,40,20,40,672159,5150298
9491,481,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.1,7.3,+++  sehr hoher Karbonatgehalt,0,44,28,37,1.07,42,166,24,3529,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673095,5150311
9492,482,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,sandiger Schluff,1.5,7,+++  sehr hoher Karbonatgehalt,0,29,16,21,0.31,10,133,33,3525/4,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673211,5150305
9493,483,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,stark humoser lehmiger Sand,12.6,6.9,+  geringer bis mittlerer Karbonatgehalt,0,41,28,74,1.64,51,436,163,2035,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672032,5150264
9500,490,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,5.7,7,+++  sehr hoher Karbonatgehalt,0,31,18,41,1.39,12,19,15,2025/4,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,671873,5150294
9501,491,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,sandiger Schluff,1.5,7,+++  sehr hoher Karbonatgehalt,0,29,16,21,0.31,10,133,33,3526/2,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673179,5150274
9502,492,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Lehm,3.1,7.1,++  hoher Karbonatgehalt,0,40,27,51,1.23,101,266,34,3273/2,19,Franco sabbioso,19,sandiger Lehm,40,20,40,673533,5150280
9503,493,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.1,7.3,+++  sehr hoher Karbonatgehalt,0,44,28,37,1.07,42,166,24,3530,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673133,5150252
9504,494,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,humoser lehmiger Sand,5,6.8,+  geringer bis mittlerer Karbonatgehalt,0,25,23,52,1.52,212,181,34,3496,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672603,5150255
9505,495,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.1,7.3,+++  sehr hoher Karbonatgehalt,0,44,28,37,1.07,42,166,24,3531,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673114,5150252
9506,496,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,lehmiger Sand,3.1,6.6,++  hoher Karbonatgehalt,0,46,28,40,1,171,125,26,3510/1,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672912,5150218
9507,497,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser sandiger Schluff,4.5,6.8,+  geringer bis mittlerer Karbonatgehalt,0,52,31,38,1.51,80,62,61,2039,9,mediamente dotato di humus Limoso sabbioso,9,sandiger Schluff,65,5,30,672016,5150221
9508,498,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,stark humoser toniger Schluff,11.3,6.6,+  geringer bis mittlerer Karbonatgehalt,0,23,44,52,2.43,48,76,52,3535/1,33,umifero Limoso argilloso,33,toniger Schluff,75,15,10,673209,5150231
9511,501,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,lehmiger Sand,3.2,7,+++  sehr hoher Karbonatgehalt,0,25,9,30,0.72,21,201,21,3266,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673684,5150206
9516,506,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2925/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673686,5150090
9521,511,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2924,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673622,5150157
9523,513,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser sandiger Schluff,4.5,6.8,+  geringer bis mittlerer Karbonatgehalt,0,52,31,38,1.51,80,62,61,2040,9,mediamente dotato di humus Limoso sabbioso,9,sandiger Schluff,65,5,30,671936,5150145
9526,516,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2927/7,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673667,5150065
9529,519,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2927/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673641,5150080
9532,522,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2927/4,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673613,5150049
9533,523,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,schluffiger Sand,1.9,7.1,++  hoher Karbonatgehalt,0,25,14,26,0.75,18,20,9,3429/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673285,5150089
9534,524,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,lehmiger Sand,3.6,7,+  geringer bis mittlerer Karbonatgehalt,0,27,31,60,1.19,132,214,29,3435/3,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672930,5150061
9536,526,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2927/6,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673568,5150032
9539,529,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,0.5,7,+  geringer bis mittlerer Karbonatgehalt,0,12,14,18,0.6,57,17,8,2901/3,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673388,5150039
9542,532,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2927/3,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673543,5150071
9543,533,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,5.3,7.1,+++  sehr hoher Karbonatgehalt,0,36,26,31,0.74,15,259,39,3432/3,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673109,5150061
9544,534,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,5.3,7.1,+++  sehr hoher Karbonatgehalt,0,36,26,31,0.74,15,259,39,3432/2,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673084,5150052
9545,535,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,5.3,7.1,+++  sehr hoher Karbonatgehalt,0,36,26,31,0.74,15,259,39,3433,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672976,5150026
9546,536,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,0.5,7,+  geringer bis mittlerer Karbonatgehalt,0,12,14,18,0.6,57,17,8,2901/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673361,5150028
9548,538,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,5.3,7.1,+++  sehr hoher Karbonatgehalt,0,36,26,31,0.74,15,259,39,3432/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673025,5150016
9556,546,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,5.3,7.1,+++  sehr hoher Karbonatgehalt,0,36,26,31,0.74,15,259,39,3431,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672981,5149954
9560,550,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2,7,++  hoher Karbonatgehalt,0,19,10,28,0.89,36,66,19,2927/5,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673653,5149979
9564,554,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,0.5,7,+  geringer bis mittlerer Karbonatgehalt,0,12,14,18,0.6,57,17,8,2903,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673416,5149937
9565,555,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schluffig lehmiger Sand,4.3,7,+  geringer bis mittlerer Karbonatgehalt,0,25,24,48,1.34,69,51,43,3439,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,672879,5149947
9566,556,609 - Eppan a.d.Weinstrasse,02 - Weinbau, ,schluffiger Sand,0.5,7.1,++  hoher Karbonatgehalt,0,22,16,16,0.33,34,65,11,2911,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673472,5149908
9567,557,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schluffig lehmiger Sand,4.3,7,+  geringer bis mittlerer Karbonatgehalt,0,25,24,48,1.34,69,51,43,3442/1,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,672829,5149883
9568,558,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.9,6.8,++  hoher Karbonatgehalt,0,33,25,50,0.84,71,364,37,2864,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673158,5149899
9572,562,609 - Eppan a.d.Weinstrasse,02 - Weinbau,43 - Vernatsch,sandiger Lehm,3.4,7.1,++  hoher Karbonatgehalt,0,37,9,47,0.62,69,300,21,2860/1,19,Franco sabbioso,19,sandiger Lehm,40,20,40,673082,5149875
9574,564,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schluffig lehmiger Sand,4.3,7,+  geringer bis mittlerer Karbonatgehalt,0,25,24,48,1.34,69,51,43,3444,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,672909,5149886
9576,566,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.4,7.1,++  hoher Karbonatgehalt,0,16,16,19,0.46,27,122,10,2893,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673377,5149850
9577,567,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser lehmiger Sand,8.9,7,+++  sehr hoher Karbonatgehalt,0,62,30,39,1.66,22,94,39,3469/1,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672469,5149875
9579,569,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser lehmiger Sand,8.9,7,+++  sehr hoher Karbonatgehalt,0,62,30,39,1.66,22,94,39,3466,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672571,5149847
9582,572,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schluffig lehmiger Sand,4.3,7,+  geringer bis mittlerer Karbonatgehalt,0,25,24,48,1.34,69,51,43,3443,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,672960,5149865
9583,573,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,3.6,7,++  hoher Karbonatgehalt,0,23,10,47,0.7,91,331,19,2860/4,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673114,5149840
9590,580,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,6.8,7,+++  sehr hoher Karbonatgehalt,0,58,36,35,1.03,13,176,52,3450/1,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672677,5149807
9596,586,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,6.8,7,+++  sehr hoher Karbonatgehalt,0,58,36,35,1.03,13,176,52,3451,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672657,5149762
9598,588,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.4,7.1,++  hoher Karbonatgehalt,0,16,16,19,0.46,27,122,10,2891/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673405,5149743
9599,589,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.4,7.1,++  hoher Karbonatgehalt,0,16,16,19,0.46,27,122,10,2892,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673359,5149754
9600,590,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,3.9,7.2,+++  sehr hoher Karbonatgehalt,0,33,23,27,0.91,9,8,11,2943,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673457,5149685
9615,605,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser sandiger Lehm,9.2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,38,23,63,1.06,77,14,30,2089/1,26,umifero franco sabbioso,26,sandiger Lehm,40,20,40,671863,5149586
9617,607,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,sandiger Schluff,1.4,7.1,++  hoher Karbonatgehalt,0,16,16,19,0.46,27,122,10,2887,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673349,5149681
9625,615,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser sandiger Lehm,9.2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,38,23,63,1.06,77,14,30,2084,26,umifero franco sabbioso,26,sandiger Lehm,40,20,40,671763,5149608
9626,616,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser sandiger Lehm,9.2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,38,23,63,1.06,77,14,30,2086,26,umifero franco sabbioso,26,sandiger Lehm,40,20,40,671750,5149573
9629,619,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser lehmiger Sand,6.7,6.7,+  geringer bis mittlerer Karbonatgehalt,0,43,36,56,1.51,110,345,51,2848,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672924,5149598
9641,631,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser lehmiger Sand,8.1,6.7,++  hoher Karbonatgehalt,0,47,44,44,1.02,41,232,49,2776,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672626,5149498
9642,632,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser sandiger Lehm,9.2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,38,23,63,1.06,77,14,30,2079/1,26,umifero franco sabbioso,26,sandiger Lehm,40,20,40,671947,5149517
9644,634,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser schluffig lehmiger Sand,6.3,6.9,++  hoher Karbonatgehalt,0,31,33,57,1.48,217,207,40,2816,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,672828,5149484
9645,635,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,5.4,6.9,++  hoher Karbonatgehalt,0,42,46,45,1.26,48,53,38,2779,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672540,5149499
9650,640,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,humoser toniger Schluff,5.2,7.1,+++  sehr hoher Karbonatgehalt,0,29,29,42,1.39,18,34,25,2780,16,mediamente dotato di humus Limoso argilloso,16,toniger Schluff,75,15,10,672539,5149471
9651,641,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser lehmiger Sand,12.8,7.2,+++  sehr hoher Karbonatgehalt,0,68,44,52,2.45,24,289,97,2807,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672743,5149411
9652,642,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,stark humoser sandiger Lehm,9.2,6.7,+  geringer bis mittlerer Karbonatgehalt,0,38,23,63,1.06,77,14,30,2091,26,umifero franco sabbioso,26,sandiger Lehm,40,20,40,671852,5149421
